time;debit
21497875;10.2764
21497893;10.3027
21497918;10.0498
21497919;10.1131
21497932;10.2448
21497943;10.4344
21497950;10.2131
21497960;10.3765
21497966;10.3712
21497969;10.329
21497970;10.387
21497974;10.4397
21497978;10.2711
21497983;10.3027
21497985;9.79696
21497992;10.4871
21497993;10.4713
21498026;10.3659
21498029;10.0551
21498034;10.5082
21498047;10.2764
21498062;10.3449
21498074;10.2711
21498098;10.4239
21498100;10.3027
21498103;10.4766
21498146;10.3659
21498151;10.4608
21498155;10.3185
21498173;10.3449
21498188;10.329
21498194;10.1499
21498195;10.2922
21498202;10.2922
21498205;10.8664
21498213;10.3449
21498215;10.2079
21498220;10.3027
21498225;10.5187
21498239;10.4081
21498240;10.387
21498260;10.5082
21498272;10.5082
21498282;10.2184
21498294;10.5503
21498304;10.5187
21498320;10.4291
21498327;10.6399
21498328;10.761
21498341;10.5082
21498360;10.5187
21498361;10.5767
21498362;10.4818
21498370;10.3185
21498371;10.3923
21498375;10.171
21498408;10.0182
21498415;10.3501
21498437;10.013
21498441;10.5661
21498446;9.74955
21498471;10.2869
21498472;10.308
21498481;10.3659
21498485;10.5134
21498490;10.4291
21498502;10.0024
21498503;10.1868
21498512;9.98662
21498522;10.034
21498538;10.1447
21498593;10.2711
21498597;10.3238
21498598;10.0024
21498603;10.1763
21498617;10.1078
21498638;10.0182
21498643;10.466
21498649;9.62838
21498656;6.86256
21498665;11.7251
21498668;15.2812
21498669;15.2864
21498673;15.2917
21498674;15.2864
21498693;15.2864
21498698;15.2812
21498699;14.6806
21498702;13.1739
21498703;9.97608
21498704;8.99092
21498705;8.47463
21498708;8.20069
21498709;8.25337
21498715;15.2706
21498720;15.1337
21498727;10.5345
21498729;9.99715
21498730;10.524
21498731;10.8085
21498733;9.74428
21498736;13.0316
21498772;9.64418
21498776;11.0403
21498803;9.57043
21498819;12.1993
21498825;10.5609
21498827;9.73374
21498831;9.09102
21498833;8.67483
21498837;11.0192
21498838;10.1078
21498844;12.1782
21498846;10.2553
21498847;12.9052
21498852;8.12166
21498863;7.84245
21498868;8.08479
21498873;6.99953
21498880;8.4641
21498885;7.65806
21498892;11.3353
21498894;10.1447
21498898;11.5355
21498906;8.39561
21498909;10.2869
21498911;11.8674
21498915;10.545
21498918;12.0307
21498922;9.46506
21498925;10.2395
21498926;8.72224
21498933;10.25
21498937;10.7768
21498939;9.65998
21498942;10.1657
21498950;6.82041
21498951;8.72751
21498957;6.84149
21498971;6.89417
21498972;7.26294
21498980;12.4311
21498989;8.75385
21498994;9.3913
21499008;7.35777
21499048;6.78353
21499089;10.2448
21499092;11.6724
21499096;11.683
21499097;12.8367
21499099;11.4775
21499107;9.8391
21499116;9.08048
21499117;10.8506
21499118;10.3607
21499123;11.2668
21499125;9.78115
21499132;8.17961
21499136;10.7031
21499139;8.37981
21499149;7.29982
21499166;7.3525
21499169;6.96265
21499174;6.98373
21499179;6.74139
21499181;9.17004
21499187;7.97942
21499206;6.80988
21499225;6.85729
21499237;6.80988
21499255;11.3247
21499260;10.092
21499262;8.64849
21499273;9.63364
21499274;8.30605
21499282;10.0446
21499283;10.0551
21499289;6.97319
21499292;7.19972
21499293;8.17435
21499295;6.79934
21499301;8.36927
21499304;8.88556
21499306;7.85298
21499311;9.1437
21499317;10.0762
21499319;9.61257
21499321;8.53259
21499322;10.3396
21499323;8.33239
21499326;8.99092
21499327;9.5915
21499333;7.38938
21499340;10.092
21499343;9.55989
21499347;10.0867
21499348;9.71267
21499349;10.2131
21499350;10.7452
21499356;9.69159
21499363;10.2711
21499369;9.05941
21499371;9.46506
21499373;9.89179
21499375;9.58623
21499376;9.08048
21499377;9.44399
21499378;7.79503
21499380;9.73901
21499390;9.59677
21499391;7.99523
21499395;10.2026
21499397;10.6451
21499411;6.99953
21499414;6.8889
21499418;6.92051
21499428;7.36831
21499429;7.0206
21499436;7.61065
21499439;8.00049
21499440;8.76439
21499441;9.48613
21499444;8.8118
21499446;10.3554
21499449;8.95404
21499453;9.68633
21499455;7.43679
21499466;6.85202
21499468;7.43153
21499472;9.11736
21499475;7.63699
21499486;10.1763
21499487;8.72224
21499493;7.80557
21499499;7.28402
21499500;8.88029
21499509;9.60203
21499511;10.4766
21499512;10.3765
21499515;7.96888
21499516;9.40184
21499518;9.2596
21499520;11.2036
21499521;10.8295
21499523;9.43872
21499533;9.39657
21499534;8.92243
21499542;9.13843
21499544;9.18584
21499548;7.86352
21499557;9.57043
21499558;6.989
21499560;8.85921
21499562;10.0551
21499563;10.0446
21499573;7.25767
21499574;8.39034
21499577;9.15423
21499581;8.50098
21499583;8.02157
21499587;7.4684
21499591;7.76869
21499595;6.74139
21499597;6.73085
21499602;7.65806
21499604;8.21122
21499606;7.72655
21499610;8.23756
21499618;9.38077
21499619;8.05844
21499622;8.63795
21499624;9.43872
21499625;9.14897
21499631;6.74139
21499645;7.7845
21499651;8.83814
21499656;7.5527
21499658;6.92051
21499664;8.11113
21499666;9.96027
21499669;9.65472
21499670;9.8075
21499674;7.29982
21499675;8.64322
21499685;8.07425
21499699;7.57904
21499703;8.87502
21499723;6.77827
21499735;9.46506
21499738;7.5685
21499739;9.84437
21499742;7.02587
21499751;10.6662
21499764;8.57473
21499766;7.98469
21499771;9.54408
21499774;9.52301
21499775;6.97846
21499777;7.21026
21499783;8.36927
21499787;10.0656
21499794;8.69063
21499796;8.10586
21499802;8.22176
21499803;6.87836
21499808;7.41572
21499812;6.7888
21499822;7.50001
21499828;6.80461
21499839;7.34723
21499844;9.89179
21499845;10.4608
21499855;9.00673
21499863;10.013
21499865;7.67386
21499875;7.35777
21499877;7.72128
21499879;7.04695
21499881;7.31563
21499882;7.62645
21499884;7.09436
21499886;6.8889
21499887;6.76773
21499890;8.18488
21499892;7.82137
21499897;7.11543
21499901;8.65375
21499903;7.6686
21499915;7.8003
21499916;9.25433
21499917;9.0278
21499925;8.19542
21499927;9.42818
21499931;7.17338
21499937;8.0321
21499939;7.2366
21499945;7.30509
21499946;6.73085
21499959;8.42195
21499963;8.39561
21499967;7.72128
21499970;9.62311
21499972;8.68009
21499974;8.34293
21499975;8.70644
21499980;9.17531
21499987;8.43776
21499989;10.034
21499993;9.22272
21499994;9.32809
21499999;7.41045
21500000;6.773
21500001;6.80461
21500006;7.11016
21500009;7.81611
21500011;6.92578
21500012;6.74139
21500015;7.5527
21500019;6.74139
21500021;6.74666
21500028;6.9047
21500033;8.21122
21500039;9.91286
21500048;10.2974
21500069;7.49474
21500075;7.60538
21500076;7.42099
21500082;6.85202
21500093;7.08909
21500120;8.796
21500127;8.49044
21500131;8.51678
21500133;8.20069
21500135;7.03114
21500145;6.85202
21500147;8.796
21500149;8.53785
21500150;6.92051
21500156;7.73181
21500160;7.5843
21500167;6.73085
21500168;7.12597
21500177;7.35777
21500181;8.90136
21500184;6.75192
21500186;8.26391
21500188;7.54743
21500200;8.25864
21500203;7.86879
21500204;7.70547
21500236;6.80461
21500242;7.75289
21500245;8.44302
21500249;9.60203
21500250;7.37884
21500251;8.34293
21500254;8.75912
21500255;7.77923
21500258;7.53162
21500259;8.21122
21500260;8.06898
21500261;9.51248
21500262;9.73374
21500263;9.08048
21500264;8.4641
21500267;6.73085
21500269;6.73085
21500278;7.38938
21500281;7.5685
21500282;6.78353
21500286;7.25767
21500287;6.82568
21500294;6.9047
21500297;8.29552
21500301;10.013
21500322;7.17338
21500335;6.73085
21500341;6.81514
21500345;6.86256
21500349;6.73085
21500359;6.74139
21500363;8.58
21500369;7.06275
21500372;7.25767
21500374;7.51055
21500375;8.34293
21500376;9.37023
21500380;7.49474
21500382;11.3669
21500392;7.86352
21500395;9.08048
21500403;7.69494
21500404;7.5685
21500410;8.13747
21500421;6.79934
21500422;6.81514
21500424;7.11543
21500427;6.84675
21500433;6.88363
21500447;6.97319
21500463;8.22703
21500465;7.82137
21500470;7.40518
21500473;7.4526
21500477;8.10059
21500479;7.43153
21500482;6.95212
21500502;7.83718
21500512;8.04791
21500513;9.61257
21500517;8.73278
21500522;7.90567
21500525;8.31132
21500529;7.41572
21500574;7.16811
21500579;7.07329
21500585;6.97319
21500587;6.74139
21500589;6.86783
21500590;8.70117
21500591;6.74139
21500592;7.1049
21500594;6.92051
21500608;6.73085
21500631;9.29648
21500633;9.53882
21500634;13.4742
21500644;14.3856
21500656;12.0886
21500657;11.6356
21500658;14.5068
21500662;13.9641
21500664;11.4881
21500665;12.4627
21500669;11.4775
21500682;9.74428
21500686;9.64945
21500690;10.1289
21500693;10.1447
21500696;8.97512
21500697;7.66333
21500699;10.4291
21500701;7.97942
21500705;6.92051
21500707;7.38411
21500711;7.21553
21500714;9.11209
21500715;8.05318
21500716;7.72655
21500719;8.38507
21500721;6.89417
21500723;7.67913
21500724;9.09102
21500728;9.00146
21500730;8.70644
21500737;8.78019
21500739;9.41765
21500745;9.00673
21500749;8.3482
21500752;9.25433
21500756;8.05318
21500758;13.0158
21500762;10.7716
21500764;7.38411
21500766;9.23853
21500769;7.87406
21500770;10.9823
21500772;7.79503
21500773;9.85491
21500774;8.82761
21500776;8.64322
21500777;8.08479
21500803;6.73085
21500826;7.62645
21500830;6.773
21500833;10.7768
21500834;6.78353
21500841;6.74666
21500843;7.07856
21500845;7.33143
21500846;8.41142
21500850;8.68009
21500851;8.98565
21500852;8.72751
21500855;9.06994
21500856;7.96362
21500858;7.74235
21500861;9.77589
21500863;8.17961
21500864;8.28498
21500870;9.67579
21500874;10.0182
21500877;7.53689
21500879;8.23756
21500880;7.9004
21500881;9.33862
21500883;6.81514
21500888;8.76966
21500890;7.35777
21500893;6.7888
21500897;7.72128
21500900;8.93824
21500901;9.62311
21500903;9.27014
21500904;8.69063
21500905;8.36927
21500906;8.47463
21500907;8.26917
21500909;8.55893
21500910;7.2366
21500911;10.2816
21500913;8.28498
21500922;8.06898
21500925;9.57569
21500926;8.42722
21500928;8.77492
21500929;11.467
21500931;9.22272
21500933;11.4564
21500934;11.6988
21500941;8.40615
21500942;8.63795
21500947;7.92674
21500950;8.38507
21500957;8.13747
21500963;8.21122
21500964;8.03737
21500967;8.22703
21500968;8.75912
21500970;8.15854
21500973;8.94351
21500976;9.88652
21500977;8.2481
21500978;8.30078
21500980;7.29982
21500981;7.06802
21500982;8.31132
21501012;8.00576
21501019;10.9086
21501035;7.17865
21501036;6.76773
21501038;8.32186
21501044;6.99426
21501047;7.61591
21501051;8.49571
21501057;7.6686
21501061;6.87309
21501063;11.6935
21501065;9.67579
21501066;7.74762
21501068;7.93728
21501069;6.95212
21501071;7.55796
21501081;9.0278
21501082;9.23853
21501085;7.01007
21501086;7.86879
21501087;6.89417
21501088;7.14704
21501089;8.84868
21501090;7.9004
21501092;8.99092
21501093;7.11543
21501094;8.77492
21501100;8.86448
21501105;8.12166
21501109;8.79073
21501111;9.85491
21501113;13.864
21501116;15.2864
21501119;15.2864
21501120;14.8439
21501121;13.648
21501124;13.4742
21501125;11.6303
21501131;9.73374
21501133;9.96027
21501155;9.9392
21501156;9.8075
21501163;10.0235
21501171;9.36496
21501179;8.33766
21501187;8.55893
21501192;8.83814
21501193;8.7117
21501194;10.2816
21501196;8.37454
21501197;6.94158
21501198;10.2553
21501199;9.49667
21501200;7.57377
21501202;7.92674
21501205;7.18919
21501206;7.74235
21501211;7.52109
21501213;7.93201
21501217;7.69494
21501220;11.0719
21501222;9.11736
21501223;7.8003
21501227;6.84675
21501229;11.0192
21501230;10.0077
21501234;8.796
21501236;10.3449
21501237;8.95931
21501239;8.19542
21501243;7.11016
21501245;9.17004
21501246;11.0561
21501249;7.49474
21501251;6.73085
21501255;7.28928
21501256;8.42195
21501258;8.44829
21501267;7.57377
21501268;6.87836
21501270;7.58957
21501271;7.04168
21501272;6.89417
21501276;8.24283
21501282;7.89513
21501284;7.49474
21501286;7.94254
21501287;6.79407
21501289;8.63268
21501292;7.03114
21501294;7.51055
21501295;7.90567
21501315;8.58
21501319;6.80988
21501346;8.48517
21501349;11.0666
21501353;10.4871
21501354;10.1447
21501356;8.09532
21501357;10.6768
21501359;10.2395
21501360;9.9392
21501362;10.034
21501363;8.96458
21501365;9.51248
21501367;8.94877
21501368;9.28594
21501369;8.86975
21501371;9.74955
21501372;8.83287
21501375;9.77062
21501377;10.7505
21501378;10.7663
21501380;10.8611
21501382;10.9718
21501383;10.3185
21501384;9.81276
21501385;11.5039
21501389;11.546
21501391;9.77062
21501393;11.1825
21501394;11.1983
21501397;11.2194
21501399;10.74
21501401;9.97608
21501402;9.98135
21501404;9.94447
21501405;9.65998
21501408;9.89705
21501410;9.10155
21501413;11.1193
21501416;9.62838
21501417;10.092
21501419;9.98135
21501420;10.5556
21501423;10.4976
21501426;8.64849
21501439;8.11639
21501453;9.98662
21501454;9.69686
21501461;9.4914
21501466;10.4608
21501475;9.33335
21501484;10.9296
21501501;9.1437
21501507;10.1552
21501508;9.5915
21501509;8.85921
21501518;11.2141
21501528;9.2596
21501530;8.51678
21501534;9.29648
21501537;9.92866
21501538;10.7294
21501539;7.85825
21501541;9.06994
21501542;10.3449
21501543;9.34389
21501546;8.60107
21501549;10.2131
21501550;8.72751
21501555;9.54935
21501556;9.81803
21501559;8.97512
21501561;8.86975
21501564;11.1298
21501567;9.47033
21501568;8.65375
21501572;10.7505
21501576;9.31755
21501579;11.035
21501580;8.70117
21501582;9.98662
21501585;10.0867
21501602;9.32809
21501604;8.86448
21501612;8.56946
21501620;8.19542
21501624;9.02253
21501636;10.1341
21501637;8.14274
21501639;8.36927
21501641;7.76869
21501646;6.88363
21501647;8.18488
21501652;7.74762
21501656;6.73612
21501657;7.16811
21501659;6.9047
21501663;6.78353
21501664;6.77827
21501674;8.76966
21501675;8.70644
21501679;6.93104
21501680;6.79934
21501682;7.40518
21501685;9.31228
21501688;8.35873
21501689;8.91716
21501693;7.79503
21501694;9.21745
21501698;8.07952
21501700;9.75481
21501703;8.41142
21501706;9.36496
21501709;7.21026
21501710;8.90136
21501712;6.89417
21501714;8.25864
21501717;9.1437
21501720;9.80223
21501721;6.8889
21501726;7.13124
21501728;8.31659
21501730;8.31132
21501732;9.35443
21501733;9.78642
21501736;8.63795
21501737;7.90567
21501739;8.88029
21501747;10.4186
21501760;9.52301
21501761;8.90663
21501765;9.1595
21501770;10.1394
21501779;8.53785
21501788;10.2922
21501810;8.63268
21501818;9.3597
21501842;9.50194
21501846;9.48087
21501849;7.99523
21501851;9.88652
21501853;10.3659
21501855;8.87502
21501857;9.64945
21501861;10.1289
21501865;9.41765
21501866;10.2974
21501867;8.99092
21501868;9.40184
21501871;8.11639
21501873;9.95501
21501874;9.8233
21501876;10.9823
21501878;9.3597
21501879;10.9033
21501882;8.68536
21501883;10.1499
21501886;8.65375
21501890;9.99188
21501891;10.2448
21501894;10.603
21501898;8.91716
21501899;8.364
21501900;9.63364
21501904;9.44926
21501906;9.06994
21501908;8.64849
21501909;7.60538
21501911;9.51248
21501914;8.56419
21501918;7.62118
21501920;12.5206
21501928;8.61161
21501941;9.44926
21501944;6.74139
21501946;8.97512
21501979;6.79934
21501985;8.0163
21501992;9.86018
21502006;11.2615
21502009;8.61161
21502010;8.32712
21502011;6.82568
21502013;6.7888
21502022;6.73085
21502026;6.79407
21502028;6.7888
21502039;6.77827
21502046;6.76246
21502054;7.25241
21502056;9.84964
21502061;6.989
21502068;8.95931
21502070;8.48517
21502080;7.36831
21502083;8.27444
21502087;7.06275
21502095;7.2208
21502114;7.28928
21502126;7.28402
21502127;7.05748
21502129;7.59484
21502130;6.73612
21502131;8.16381
21502133;8.39561
21502134;8.56946
21502135;6.92051
21502140;11.0245
21502141;9.54408
21502143;8.69063
21502147;7.25241
21502149;7.28402
21502152;8.46937
21502157;7.34197
21502162;7.50528
21502163;8.18488
21502165;8.05318
21502166;9.21219
21502171;8.41668
21502173;7.33143
21502177;9.18058
21502178;7.7845
21502179;6.74666
21502185;8.62741
21502189;8.91716
21502191;8.19015
21502192;9.08048
21502195;9.41238
21502196;10.6978
21502199;9.77062
21502201;8.02684
21502212;7.37884
21502259;6.95739
21502260;8.96458
21502267;8.61688
21502269;9.35443
21502284;7.07856
21502288;7.65279
21502295;7.21553
21502314;7.05221
21502317;6.773
21502318;6.83622
21502320;6.73085
21502326;7.87932
21502329;7.28402
21502333;6.989
21502335;8.0163
21502337;7.53689
21502339;6.74139
21502342;11.1825
21502346;8.148
21502347;7.91093
21502350;7.09963
21502351;10.2553
21502352;7.65279
21502355;7.66333
21502360;6.73085
21502369;6.89417
21502375;7.02587
21502383;6.73085
21502386;6.73612
21502387;6.84149
21502393;7.13124
21502395;6.91524
21502400;7.13651
21502402;9.22272
21502406;6.90997
21502409;6.73085
21502411;8.41142
21502413;6.92051
21502414;7.16811
21502418;6.73085
21502419;6.82568
21502424;6.83095
21502433;6.73085
21502436;7.27348
21502438;6.74139
21502439;7.13651
21502440;7.07329
21502452;6.73085
21502456;7.43679
21502459;7.60011
21502473;10.3449
21502478;7.54743
21502482;8.28498
21502485;10.0393
21502488;6.74139
21502491;7.17338
21502495;6.73085
21502499;6.77827
21502500;7.17338
21502502;6.74139
21502507;6.73085
21502514;7.25767
21502515;6.86783
21502519;6.91524
21502523;7.80557
21502525;7.38938
21502529;6.74666
21502533;6.87309
21502534;8.16381
21502535;6.83095
21502543;7.03641
21502547;10.9665
21502549;7.90567
21502550;7.55796
21502551;7.22607
21502556;6.79407
21502557;7.21026
21502565;7.26294
21502580;6.74666
21502597;6.74139
21502603;7.27348
21502608;7.15758
21502611;7.07329
21502612;7.52109
21502632;8.47463
21502638;8.18488
21502640;8.23756
21502658;7.25767
21502669;6.85202
21502677;8.71697
21502678;6.95739
21502685;6.97319
21502687;6.73085
21502688;6.75719
21502689;6.73612
21502691;6.81514
21502696;7.17865
21502699;7.88459
21502701;6.90997
21502702;7.58957
21502707;7.53689
21502711;7.27348
21502718;7.34723
21502722;7.83718
21502726;6.89417
21502731;7.21026
21502733;6.73612
21502734;6.82568
21502736;6.73085
21502741;6.77827
21502743;8.18488
21502746;6.76773
21502748;8.95931
21502752;9.02253
21502754;7.30509
21502757;6.90997
21502758;6.7888
21502762;7.99523
21502767;9.18584
21502780;7.1207
21502783;7.96362
21502794;8.61688
21502804;8.06898
21502813;7.39465
21502816;8.96458
21502819;8.20595
21502820;10.3554
21502828;9.3913
21502831;8.1322
21502835;9.63364
21502838;8.44302
21502841;7.52635
21502844;7.52109
21502845;7.5685
21502849;8.70117
21502850;7.84245
21502851;7.97415
21502853;9.06468
21502858;9.47033
21502861;8.82761
21502864;7.85298
21502867;7.3367
21502868;7.06802
21502870;8.89082
21502874;9.03307
21502881;9.67579
21502884;9.23853
21502893;7.13124
21502895;8.63268
21502897;10.0498
21502898;7.09963
21502901;8.77492
21502902;9.63891
21502907;6.81514
21502908;6.8889
21502910;7.28402
21502912;7.47367
21502915;7.32616
21502918;9.59677
21502922;9.70213
21502926;8.58
21502932;7.33143
21502951;7.26821
21502961;8.16908
21502969;7.47894
21502996;8.19542
21502997;7.67386
21503007;8.19542
21503015;9.11736
21503024;7.90567
21503025;7.58957
21503027;8.69063
21503031;7.68967
21503033;7.77396
21503035;7.67913
21503036;7.60011
21503039;7.60538
21503043;7.41572
21503044;8.52732
21503047;6.773
21503049;7.61065
21503052;7.44206
21503055;6.73085
21503057;6.73085
21503065;6.74666
21503066;7.28402
21503067;8.44302
21503068;7.04695
21503069;8.30078
21503072;6.9047
21503076;9.04887
21503077;7.5527
21503079;6.80988
21503083;7.18919
21503091;6.85729
21503095;6.79934
21503096;7.26821
21503100;6.80461
21503101;7.0048
21503107;7.71601
21503108;6.90997
21503110;8.69063
21503111;7.19972
21503113;6.99953
21503122;8.35347
21503126;9.56516
21503142;7.79503
21503147;6.73085
21503151;8.56946
21503154;9.47033
21503159;10.171
21503160;8.5958
21503166;6.73085
21503187;9.78642
21503193;6.73085
21503196;6.73612
21503207;7.04695
21503208;9.18584
21503216;6.8889
21503217;8.75912
21503231;6.86256
21503241;11.409
21503242;8.93824
21503244;8.76439
21503246;8.31132
21503250;7.86352
21503251;7.92147
21503254;6.82568
21503256;7.86879
21503257;7.15758
21503258;7.85298
21503264;9.22272
21503265;7.08909
21503266;8.09532
21503267;8.47463
21503268;7.51055
21503269;9.18584
21503271;7.48421
21503273;6.79934
21503277;7.09963
21503278;7.9162
21503280;7.82137
21503281;7.27875
21503341;6.79934
21503344;7.81084
21503365;8.29552
21503371;8.08479
21503372;7.43679
21503375;6.82041
21503377;7.04168
21503378;9.55462
21503380;7.44733
21503381;7.31036
21503389;6.73085
21503391;6.76773
21503397;7.17338
21503400;6.83622
21503402;7.13651
21503404;7.24187
21503407;6.76246
21503408;8.13747
21503409;7.24714
21503410;6.73612
21503411;7.67386
21503413;6.93631
21503416;7.0206
21503417;6.79934
21503425;6.74666
21503429;6.83622
21503430;7.05221
21503432;6.79934
21503435;7.13651
21503436;8.92243
21503445;8.0163
21503446;7.20499
21503449;9.36496
21503451;7.9162
21503456;9.64418
21503458;7.60538
21503459;9.53355
21503463;9.23853
21503474;9.65998
21503487;6.94685
21503506;10.4397
21503508;6.74139
21503511;6.73085
21503515;7.02587
21503526;7.28928
21503545;7.56323
21503548;8.88556
21503549;6.773
21503552;6.88363
21503554;6.73085
21503556;6.73085
21503557;7.05748
21503569;6.73085
21503571;6.73085
21503575;7.22607
21503580;7.94781
21503583;8.84868
21503584;10.5819
21503589;9.36496
21503592;7.65279
21503593;7.34197
21503601;7.07329
21503603;6.74666
21503605;6.91524
21503607;7.68967
21503609;6.79407
21503610;7.25241
21503614;8.49044
21503615;7.77923
21503617;7.69494
21503619;9.00673
21503620;7.88459
21503624;7.64752
21503625;6.75192
21503626;7.28402
21503643;7.64752
21503652;7.94781
21503654;6.79934
21503658;7.29982
21503663;8.57473
21503677;8.26917
21503684;6.75719
21503692;7.59484
21503693;7.47894
21503703;7.25767
21503705;7.37358
21503708;8.76966
21503714;7.31036
21503716;8.94351
21503718;9.97608
21503719;8.09005
21503726;6.773
21503730;6.94685
21503738;7.14177
21503741;7.25767
21503743;7.41045
21503744;8.71697
21503746;7.86879
21503747;7.61591
21503749;6.76246
21503750;6.89944
21503751;6.79407
21503753;8.16381
21503757;6.74666
21503759;6.73085
21503760;6.74139
21503761;6.79407
21503765;7.0206
21503767;6.79934
21503771;6.89417
21503775;6.90997
21503780;6.87309
21503782;8.38507
21503788;7.28402
21503796;10.1552
21503820;6.73085
21503844;8.20595
21503851;7.22607
21503858;6.73085
21503873;7.41572
21503879;7.89513
21503880;8.55366
21503883;7.87406
21503884;6.73085
21503885;6.74666
21503894;6.73085
21503903;6.90997
21503905;6.93631
21503910;8.74858
21503912;8.30605
21503914;7.97942
21503916;9.59677
21503917;7.95835
21503922;9.29121
21503923;11.0455
21503926;8.90136
21503935;7.17338
21503938;8.05318
21503939;6.93631
21503940;7.11543
21503942;7.06802
21503943;6.9047
21503951;8.00049
21503952;7.14704
21503961;7.03114
21503986;6.92051
21503994;6.96265
21504000;8.23756
21504012;7.75816
21504015;7.59484
21504029;7.33143
21504034;9.11736
21504043;7.79503
21504048;9.58096
21504051;6.82568
21504052;9.24906
21504055;7.95835
21504057;8.15327
21504058;10.4133
21504063;8.89609
21504067;7.04168
21504068;7.25241
21504070;8.2481
21504071;6.89944
21504072;7.88459
21504075;8.02157
21504076;7.19446
21504078;7.80557
21504081;7.48421
21504082;7.17338
21504083;8.33766
21504091;10.1499
21504095;9.04887
21504096;10.092
21504098;8.6959
21504100;9.17004
21504102;8.15854
21504106;6.80461
21504112;7.96362
21504113;6.74666
21504115;7.41045
21504116;8.43776
21504120;6.99426
21504123;6.7888
21504130;6.79934
21504131;6.73085
21504133;7.03641
21504134;7.03114
21504135;6.95212
21504137;9.80223
21504142;6.85729
21504145;6.82041
21504153;6.84675
21504154;6.79934
21504169;6.73085
21504170;8.20595
21504173;7.04695
21504181;6.74139
21504186;9.38077
21504188;6.86256
21504192;7.63699
21504193;9.79696
21504211;8.61161
21504213;10.2131
21504218;10.1289
21504219;9.32282
21504220;9.12789
21504224;6.78353
21504226;8.97512
21504227;7.41045
21504229;8.87502
21504236;9.50194
21504237;8.63268
21504239;8.27444
21504240;6.95212
21504242;6.92578
21504243;7.08382
21504245;10.3396
21504247;12.3679
21504248;12.9052
21504250;9.24906
21504261;11.5565
21504262;10.74
21504264;10.2448
21504266;8.85395
21504269;10.4555
21504270;10.1289
21504273;9.32282
21504274;9.53882
21504277;10.1973
21504279;11.3142
21504298;9.86018
21504303;10.1236
21504304;9.22272
21504311;9.21219
21504313;9.58623
21504322;8.85395
21504323;8.72751
21504347;11.5987
21504350;9.6073
21504351;9.90232
21504359;8.98565
21504360;8.85921
21504361;9.69159
21504365;9.32809
21504366;9.34389
21504370;10.6873
21504372;9.71267
21504373;9.43345
21504375;8.62214
21504376;8.22703
21504377;8.89609
21504382;10.6662
21504384;9.19638
21504385;8.21649
21504389;10.2658
21504392;8.0321
21504395;8.66956
21504399;9.7074
21504400;10.0656
21504404;10.3449
21504411;10.3607
21504413;10.5082
21504414;10.6241
21504415;10.2711
21504416;9.63364
21504417;8.36927
21504418;9.44399
21504419;10.8875
21504420;10.25
21504423;9.75481
21504425;9.22272
21504427;8.95931
21504431;9.61257
21504434;9.96554
21504437;8.86975
21504443;10.4239
21504447;9.32809
21504451;8.94351
21504456;10.2131
21504472;8.36927
21504482;8.88029
21504495;6.94685
21504500;7.28928
21504501;8.0163
21504517;7.16285
21504526;7.52635
21504528;7.23133
21504532;6.99426
21504537;7.4526
21504539;6.74666
21504542;7.65806
21504549;7.27348
21504550;9.66525
21504552;8.36927
21504554;7.7845
21504556;7.25241
21504559;8.24283
21504561;8.4641
21504563;7.87406
21504565;8.26917
21504568;8.85921
21504571;7.03641
21504574;8.47463
21504576;6.83095
21504577;6.80461
21504581;7.3367
21504582;7.26821
21504584;7.95308
21504585;8.48517
21504589;6.773
21504592;6.89944
21504593;6.93104
21504595;8.35873
21504598;7.16811
21504603;7.11016
21504604;8.8118
21504608;6.79407
21504611;7.77923
21504614;8.48517
21504615;7.19972
21504618;8.36927
21504626;7.88459
21504629;7.61591
21504640;7.03114
21504647;9.13843
21504670;7.75816
21504678;10.0709
21504680;8.12166
21504682;9.23853
21504683;7.61591
21504684;9.17531
21504689;6.79407
21504690;7.16285
21504691;7.5685
21504698;8.07425
21504699;8.88556
21504700;8.37981
21504702;6.92578
21504704;7.0048
21504705;6.88363
21504706;7.33143
21504708;8.85921
21504709;7.44206
21504711;8.20595
21504714;7.57904
21504716;8.86448
21504717;7.84772
21504719;6.97319
21504721;6.74139
21504722;6.89944
21504725;9.29121
21504727;7.0206
21504728;6.86256
21504746;6.9047
21504747;6.83622
21504752;7.29982
21504753;6.74666
21504757;7.01007
21504768;6.989
21504774;6.85202
21504808;6.75192
21504809;6.73085
21504820;6.73085
21504825;6.80461
21504830;8.77492
21504846;6.73085
21504848;6.95739
21504849;6.773
21504850;6.97846
21504851;6.73085
21504858;6.73085
21504860;6.73085
21504863;6.73085
21504864;7.60538
21504866;9.0278
21504871;6.73085
21504879;8.4799
21504881;6.73085
21504885;6.73085
21504888;6.73085
21504896;7.41045
21504898;8.41142
21504901;7.98996
21504902;8.31659
21504904;8.25864
21504910;7.19972
21504912;7.69494
21504913;9.69159
21504914;7.16811
21504916;6.73085
21504918;9.90232
21504919;9.31228
21504920;6.773
21504921;6.73612
21504932;6.79407
21504947;6.773
21504948;8.57473
21504975;6.7888
21504980;6.73085
21504991;7.87932
21504998;6.773
21505012;6.73085
21505014;7.67913
21505016;6.78353
21505018;8.83287
21505019;8.64322
21505021;8.65902
21505023;7.64752
21505030;8.56419
21505031;6.90997
21505034;8.04791
21505036;9.10155
21505037;8.04264
21505038;7.4526
21505040;9.05941
21505042;9.9392
