YTR064;YTR063;YTR062;YTR061;YPR066;YPR064
22.074;22.28;22.267;22.286;2.269;1.066
22.061;22.267;22.254;22.267;2.259;1.061
22.049;22.235;22.229;22.241;2.256;1.033
22.042;22.229;22.222;22.235;2.243;1.053
22.029;22.216;22.209;22.229;2.266;1.048
22.023;22.216;22.203;22.222;2.238;1.028
22.016;22.229;22.209;22.235;2.282;1.04
22.016;22.293;22.28;22.293;2.269;1.022
22.042;22.299;22.274;22.293;2.259;1.028
22.055;22.312;22.28;22.312;2.313;1.025
22.087;22.344;22.325;22.331;2.374;1.022
22.094;22.338;22.325;22.351;2.292;1.017
22.119;22.357;22.338;22.376;2.307;1.04
22.139;22.318;22.318;22.325;2.251;1.048
22.145;22.312;22.299;22.318;2.253;1.025
22.19;22.312;22.293;22.325;2.259;1.053
22.254;22.338;22.306;22.351;2.253;1.04
22.274;22.351;22.318;22.363;2.253;1.033
22.331;22.389;22.351;22.389;2.253;1.022
22.351;22.408;22.363;22.421;2.248;1.025
22.376;22.421;22.389;22.434;2.248;1.04
22.408;22.46;22.408;22.46;2.259;1.046
22.428;22.492;22.434;22.498;2.251;1.051
22.453;22.505;22.473;22.511;2.256;1.053
22.466;22.537;22.492;22.543;2.256;1.053
22.479;22.55;22.524;22.563;2.248;1.04
22.492;22.582;22.537;22.595;2.253;1.028
22.492;22.627;22.582;22.633;2.251;1.022
22.37;22.627;22.62;22.627;2.246;1.035
22.338;22.595;22.601;22.608;2.253;1.03
22.318;22.582;22.588;22.582;2.246;1.022
22.132;22.396;22.389;22.396;2.261;1.022
22.119;22.37;22.37;22.383;2.259;1.028
22.107;22.28;22.267;22.286;2.251;1.025
22.158;22.28;22.254;22.306;2.253;1.028
22.171;22.286;22.267;22.318;2.256;1.038
22.184;22.318;22.267;22.37;2.261;0.966
22.196;22.37;22.306;22.428;2.233;1.154
22.235;22.415;22.351;22.441;2.243;1.115
22.312;22.453;22.428;22.486;2.248;0.979
22.351;22.473;22.434;22.505;2.259;1.092
22.389;22.486;22.453;22.518;2.246;1.143
22.408;22.498;22.473;22.55;2.246;0.969
22.466;22.531;22.518;22.556;2.253;1.066
22.505;22.563;22.531;22.575;2.253;1.097
22.543;22.582;22.543;22.588;2.261;1.035
22.575;22.608;22.575;22.627;2.261;1.061
22.614;22.653;22.588;22.659;2.271;1.058
22.653;22.672;22.633;22.704;2.253;1.043
22.672;22.71;22.678;22.717;2.284;1.04
22.685;22.762;22.691;22.762;2.279;1.046
22.71;22.775;22.73;22.781;2.253;1.043
22.723;22.813;22.762;22.813;2.282;1.03
22.736;22.826;22.8;22.833;2.248;1.048
22.743;22.877;22.839;22.897;2.277;1.064
22.743;22.903;22.871;22.903;2.261;1.064
22.736;22.922;22.884;22.929;2.3;1.051
22.614;22.922;22.916;22.91;2.243;1.04
22.588;22.916;22.903;22.903;2.307;1.035
22.563;22.897;22.89;22.884;2.289;1.043
22.466;22.788;22.82;22.788;2.253;1.04
22.453;22.755;22.775;22.736;2.248;1.035
22.441;22.736;22.717;22.723;2.3;1.046
22.408;22.704;22.717;22.71;2.243;1.053
22.396;22.691;22.685;22.691;2.292;1.051
22.383;22.672;22.665;22.672;2.248;1.048
22.306;22.588;22.608;22.588;2.238;1.038
22.274;22.569;22.569;22.575;2.264;1.048
22.261;22.55;22.556;22.537;2.261;1.056
22.209;22.492;22.505;22.511;2.259;1.058
22.196;22.473;22.486;22.479;2.243;1.053
22.164;22.46;22.453;22.453;2.248;1.046
22.152;22.428;22.441;22.434;2.251;1.04
22.126;22.383;22.389;22.383;2.259;1.038
22.113;22.37;22.376;22.37;2.246;1.043
22.1;22.338;22.351;22.338;2.261;1.056
22.087;22.325;22.331;22.325;2.253;1.061
22.074;22.306;22.306;22.312;2.251;1.066
22.061;22.293;22.293;22.299;2.256;1.064
22.049;22.267;22.267;22.267;2.256;1.046
22.042;22.248;22.241;22.248;2.261;1.048
22.029;22.216;22.216;22.229;2.256;1.069
22.023;22.222;22.209;22.229;2.261;1.051
22.016;22.235;22.203;22.241;2.266;1.056
22.01;22.248;22.216;22.261;2.259;1.053
22.016;22.274;22.254;22.274;2.264;1.03
22.061;22.318;22.306;22.331;2.277;1.025
22.061;22.325;22.299;22.338;2.343;1.038
22.074;22.338;22.312;22.344;2.405;1.046
22.087;22.331;22.293;22.344;2.333;1.028
22.1;22.325;22.325;22.331;2.253;1.046
22.094;22.306;22.312;22.325;2.266;1.053
22.087;22.293;22.28;22.293;2.253;1.035
22.126;22.267;22.241;22.261;2.243;1.022
22.152;22.267;22.241;22.274;2.261;1.028
22.164;22.274;22.254;22.274;2.243;1.038
22.196;22.286;22.248;22.286;2.259;1.043
22.216;22.299;22.261;22.299;2.246;1.046
22.261;22.325;22.299;22.331;2.256;1.043
22.274;22.344;22.312;22.37;2.251;1.033
22.286;22.37;22.331;22.389;2.251;1.028
22.331;22.453;22.415;22.453;2.248;1.048
22.331;22.473;22.453;22.492;2.251;1.048
22.306;22.492;22.466;22.498;2.251;1.028
22.222;22.434;22.415;22.434;2.253;1.035
22.216;22.408;22.402;22.408;2.259;1.022
22.222;22.389;22.376;22.402;2.256;1.028
22.267;22.389;22.37;22.396;2.251;1.046
22.344;22.421;22.383;22.421;2.253;1.028
22.383;22.434;22.396;22.434;2.246;1.022
22.441;22.479;22.428;22.479;2.248;1.02
22.492;22.511;22.466;22.511;2.246;1.035
22.531;22.531;22.486;22.543;2.253;1.043
22.55;22.55;22.524;22.563;2.248;1.051
22.575;22.595;22.537;22.614;2.256;1.056
22.608;22.633;22.569;22.633;2.251;1.043
22.633;22.672;22.614;22.672;2.251;1.04
22.646;22.704;22.653;22.71;2.248;1.03
22.653;22.736;22.678;22.743;2.253;1.022
22.646;22.781;22.736;22.788;2.248;1.017
22.633;22.788;22.749;22.794;2.256;1.028
22.55;22.8;22.781;22.794;2.246;1.038
22.511;22.788;22.775;22.781;2.256;1.038
22.473;22.762;22.762;22.749;2.248;1.028
22.434;22.743;22.749;22.73;2.253;1.03
22.396;22.71;22.71;22.697;2.246;1.025
22.351;22.672;22.697;22.672;2.248;1.043
22.318;22.653;22.646;22.64;2.259;1.051
22.28;22.601;22.633;22.601;2.243;1.056
22.261;22.582;22.588;22.582;2.259;1.048
22.229;22.543;22.569;22.531;2.243;1.03
22.196;22.505;22.531;22.518;2.261;1.022
22.171;22.466;22.498;22.479;2.251;1.02
22.139;22.434;22.46;22.434;2.259;1.028
22.126;22.415;22.421;22.415;2.259;1.04
22.107;22.376;22.402;22.383;2.251;1.043
22.081;22.357;22.37;22.363;2.266;1.048
22.068;22.344;22.344;22.351;2.248;1.04
22.036;22.299;22.306;22.306;2.259;1.025
22.029;22.28;22.267;22.293;2.256;1.056
22.023;22.274;22.254;22.299;2.264;1.046
22.023;22.28;22.261;22.299;2.336;1.043
22.029;22.267;22.261;22.261;2.251;1.038
22.036;22.286;22.254;22.286;2.305;1.048
22.055;22.306;22.28;22.325;2.31;1.046
22.068;22.293;22.286;22.318;2.269;1.066
22.074;22.312;22.299;22.312;2.359;1.058
22.094;22.293;22.306;22.325;2.253;1.028
22.107;22.325;22.286;22.318;2.307;1.02
22.132;22.331;22.299;22.351;2.346;1.012
22.145;22.357;22.325;22.383;2.259;1.082
22.158;22.402;22.338;22.415;2.374;1.213
22.171;22.415;22.376;22.434;2.279;1.31
22.196;22.421;22.396;22.486;2.274;1.305
22.222;22.466;22.402;22.524;2.356;1.007
22.254;22.473;22.466;22.505;2.315;1.051
22.351;22.524;22.511;22.537;2.241;1.056
22.383;22.537;22.511;22.543;2.307;1.033
22.421;22.569;22.537;22.563;2.336;1.025
22.466;22.582;22.563;22.588;2.302;1.04
22.479;22.614;22.575;22.614;2.235;1.048
22.492;22.627;22.595;22.633;2.277;1.04
22.498;22.64;22.614;22.646;2.271;1.04
22.505;22.659;22.633;22.659;2.287;1.048
22.486;22.691;22.665;22.691;2.269;1.038
22.434;22.691;22.678;22.685;2.287;1.056
22.396;22.685;22.672;22.665;2.266;1.053
22.344;22.659;22.646;22.646;2.253;1.035
22.331;22.633;22.633;22.627;2.248;1.025
22.299;22.601;22.614;22.601;2.256;1.028
22.28;22.569;22.582;22.563;2.271;1.033
22.241;22.55;22.556;22.543;2.271;1.048
22.229;22.531;22.524;22.524;2.274;1.058
22.203;22.498;22.511;22.511;2.251;1.053
22.184;22.479;22.479;22.473;2.253;1.048
22.152;22.428;22.434;22.447;2.246;1.033
22.139;22.396;22.408;22.402;2.266;1.03
22.113;22.376;22.383;22.383;2.253;1.035
22.113;22.363;22.363;22.37;2.248;1.04
22.094;22.344;22.351;22.338;2.248;1.051
22.094;22.306;22.306;22.325;2.261;1.043
22.087;22.293;22.293;22.299;2.261;1.038
22.094;22.286;22.274;22.286;2.259;1.025
22.126;22.267;22.248;22.274;2.251;1.053
22.132;22.267;22.248;22.28;2.246;1.043
22.164;22.286;22.261;22.299;2.256;1.03
22.338;22.396;22.37;22.415;2.261;1.04
22.37;22.421;22.396;22.428;2.253;1.051
22.402;22.441;22.408;22.453;2.259;1.053
22.421;22.473;22.428;22.486;2.248;1.056
22.498;22.543;22.511;22.569;2.246;1.028
22.524;22.582;22.531;22.588;2.253;1.017
22.531;22.608;22.563;22.614;2.248;1.022
22.543;22.64;22.595;22.64;2.259;1.025
22.543;22.653;22.608;22.659;2.251;1.04
22.537;22.665;22.633;22.672;2.251;1.046
22.524;22.678;22.646;22.678;2.256;1.053
22.511;22.685;22.659;22.691;2.251;1.046
22.441;22.691;22.678;22.691;2.248;1.028
22.428;22.678;22.672;22.685;2.256;1.025
22.344;22.646;22.646;22.64;2.264;1.022
22.306;22.62;22.62;22.62;2.253;1.03
22.267;22.582;22.595;22.588;2.259;1.03
22.235;22.563;22.582;22.563;2.261;1.038
22.209;22.524;22.543;22.531;2.264;1.056
22.177;22.492;22.505;22.518;2.259;1.058
22.158;22.473;22.486;22.46;2.251;1.051
22.132;22.434;22.447;22.428;2.261;1.033
22.113;22.402;22.408;22.408;2.248;1.03
22.087;22.376;22.389;22.383;2.256;1.02
22.074;22.357;22.37;22.357;2.251;1.02
22.068;22.325;22.344;22.331;2.251;1.035
22.061;22.306;22.306;22.318;2.271;1.051
22.042;22.286;22.293;22.306;2.261;1.046
22.036;22.274;22.267;22.286;2.282;1.048
22.042;22.306;22.293;22.331;2.318;1.064
22.049;22.299;22.299;22.331;2.359;1.056
22.055;22.293;22.286;22.299;2.256;1.03
22.074;22.286;22.286;22.306;2.269;1.022
22.094;22.299;22.286;22.312;2.292;1.043
22.1;22.306;22.28;22.318;2.259;1.066
22.119;22.318;22.299;22.338;2.266;1.038
22.158;22.325;22.312;22.338;2.292;1.015
22.184;22.357;22.331;22.363;2.32;1.03
22.209;22.376;22.344;22.396;2.248;1.017
22.376;22.524;22.492;22.537;2.261;1.028
22.408;22.556;22.524;22.543;2.374;1.038
22.441;22.575;22.537;22.569;2.318;1.028
22.46;22.595;22.569;22.601;2.284;1.048
22.498;22.614;22.588;22.62;2.377;1.035
22.531;22.646;22.608;22.646;2.243;1.04
22.556;22.691;22.633;22.685;2.374;1.033
22.73;22.89;22.852;22.922;2.266;1.053
22.736;22.967;22.89;22.987;2.259;1.256
22.743;22.974;22.967;22.974;2.289;1.004
22.736;22.993;22.974;22.98;2.246;1.004
22.62;22.884;22.877;22.865;2.277;1.04
22.582;22.858;22.852;22.845;2.279;1.035
22.556;22.82;22.826;22.813;2.256;1.053
22.531;22.8;22.807;22.794;2.271;1.061
22.511;22.781;22.788;22.775;2.282;1.066
22.498;22.755;22.762;22.755;2.251;1.061
22.46;22.743;22.73;22.717;2.264;1.056
22.447;22.717;22.71;22.704;2.259;1.051
22.396;22.678;22.685;22.678;2.256;1.038
22.357;22.659;22.653;22.64;2.253;1.033
22.325;22.62;22.633;22.627;2.251;1.028
22.306;22.608;22.608;22.595;2.264;1.022
22.248;22.556;22.588;22.543;2.253;1.012
22.235;22.518;22.537;22.524;2.256;1.002
22.203;22.498;22.492;22.492;2.246;0.997
22.19;22.479;22.479;22.479;2.253;0.992
22.158;22.447;22.441;22.447;2.251;0.981
22.145;22.421;22.421;22.415;2.243;0.976
22.132;22.402;22.408;22.396;2.253;0.966
22.126;22.421;22.37;22.46;2.606;0.879
22.132;22.466;22.441;22.492;2.032;0.858
22.1;22.505;22.46;22.492;2.534;0.827
22.126;22.511;22.505;22.486;2.092;0.807
22.081;22.563;22.486;22.749;2.351;0.819
22.1;22.768;22.556;22.788;2.043;0.83
22.1;22.447;22.743;22.441;2.025;0.899
22.094;22.389;22.428;22.357;2.189;0.966
22.074;22.299;22.344;22.306;2.199;0.979
22.061;22.299;22.286;22.299;2.189;1.015
22.036;22.222;22.235;22.229;2.197;1.092
22.016;22.19;22.177;22.19;2.194;1.069
21.991;22.177;22.171;22.184;2.194;1.025
21.978;22.177;22.145;22.164;2.187;1.051
21.978;22.145;22.145;22.152;2.181;1.048
21.959;22.132;22.119;22.145;2.189;1.017
21.959;22.113;22.113;22.126;2.181;1.002
21.965;22.113;22.107;22.126;2.184;0.997
21.997;22.113;22.107;22.126;2.187;0.989
22.01;22.145;22.107;22.152;2.184;0.997
22.042;22.145;22.126;22.158;2.184;0.979
22.074;22.177;22.152;22.177;2.187;0.984
22.094;22.19;22.164;22.209;2.184;0.989
22.119;22.222;22.177;22.229;2.179;0.984
22.139;22.222;22.203;22.229;2.187;0.979
22.248;22.299;22.261;22.306;2.187;0.976
22.286;22.318;22.274;22.325;2.184;0.971
22.37;22.408;22.344;22.434;2.181;0.963
22.408;22.453;22.421;22.46;2.179;0.958
22.46;22.537;22.479;22.55;2.184;0.961
22.428;22.614;22.575;22.62;2.181;0.958
22.331;22.601;22.608;22.595;2.184;0.956
22.28;22.582;22.582;22.582;2.181;0.956
22.164;22.479;22.498;22.473;2.181;0.951
22.119;22.428;22.46;22.428;2.176;0.953
22.049;22.312;22.357;22.318;2.179;0.951
22.023;22.229;22.261;22.235;2.176;0.953
22.016;22.216;22.222;22.216;2.179;0.951
22.01;22.184;22.19;22.196;2.184;0.953
22.01;22.158;22.158;22.164;2.179;0.961
22.068;22.171;22.152;22.184;2.187;0.956
22.107;22.184;22.158;22.196;2.184;0.958
22.145;22.196;22.171;22.209;2.187;0.961
22.235;22.267;22.209;22.267;2.184;0.951
22.376;22.363;22.286;22.383;2.184;0.945
22.537;22.473;22.408;22.479;2.181;0.925
22.588;22.537;22.466;22.563;2.184;0.925
22.64;22.614;22.518;22.62;2.181;0.92
22.704;22.736;22.685;22.749;2.181;0.915
22.717;22.8;22.73;22.8;2.176;0.909
22.71;22.839;22.775;22.833;2.181;0.907
22.697;22.852;22.813;22.845;2.176;0.904
22.653;22.839;22.833;22.852;2.179;0.907
22.627;22.839;22.826;22.839;2.181;0.902
22.608;22.813;22.813;22.813;2.179;0.904
22.575;22.794;22.8;22.794;2.184;0.904
22.524;22.749;22.755;22.749;2.179;0.907
22.473;22.697;22.704;22.697;2.179;0.909
22.376;22.633;22.64;22.633;2.176;0.927
22.267;22.569;22.575;22.556;2.176;0.94
22.222;22.518;22.537;22.505;2.174;0.945
22.184;22.479;22.492;22.46;2.179;0.953
22.139;22.415;22.441;22.415;2.176;0.961
22.1;22.389;22.396;22.389;2.181;0.966
22.061;22.331;22.37;22.331;2.176;0.971
22.01;22.248;22.261;22.248;2.176;0.963
21.946;22.126;22.132;22.132;2.176;0.953
21.939;22.1;22.107;22.113;2.176;0.948
21.901;22.068;22.061;22.081;2.171;0.907
21.888;22.055;22.055;22.068;2.169;0.891
21.888;22.023;22.004;22.036;2.181;0.827
21.914;22.042;22.016;22.042;2.179;0.848
21.952;22.061;22.036;22.068;2.174;0.832
21.984;22.074;22.049;22.081;2.179;0.827
22.004;22.087;22.055;22.107;2.176;0.832
22.042;22.119;22.081;22.139;2.181;0.843
22.081;22.139;22.113;22.152;2.174;0.84
22.126;22.164;22.126;22.184;2.171;0.83
22.229;22.241;22.196;22.261;2.176;0.835
22.357;22.338;22.286;22.363;2.179;0.837
22.408;22.389;22.344;22.408;2.174;0.822
22.447;22.46;22.389;22.486;2.179;0.83
22.466;22.505;22.441;22.531;2.171;0.832
22.492;22.556;22.492;22.569;2.176;0.832
22.498;22.595;22.537;22.608;2.171;0.83
22.505;22.608;22.575;22.62;2.174;0.827
22.498;22.653;22.62;22.665;2.174;0.832
22.473;22.646;22.627;22.646;2.171;0.832
22.46;22.633;22.627;22.64;2.174;0.835
22.434;22.627;22.62;22.633;2.171;0.84
22.312;22.588;22.595;22.575;2.174;0.848
22.261;22.556;22.563;22.563;2.176;0.853
22.055;22.357;22.389;22.363;2.174;0.879
22.01;22.312;22.344;22.318;2.171;0.881
21.972;22.267;22.293;22.274;2.179;0.891
21.952;22.216;22.254;22.222;2.174;0.891
21.92;22.164;22.203;22.164;2.179;0.894
21.894;22.1;22.119;22.113;2.179;0.899
21.875;22.081;22.081;22.081;2.174;0.897
21.862;22.055;22.061;22.068;2.176;0.894
21.83;21.997;21.991;22.01;2.174;0.886
21.817;21.991;21.984;21.997;2.176;0.873
21.811;21.978;21.978;21.997;2.169;0.871
21.805;21.978;21.972;21.991;2.174;0.866
21.779;21.959;21.952;21.972;2.169;0.84
21.824;21.959;21.933;21.965;2.171;0.817
21.882;21.984;21.946;21.997;2.169;0.819
21.933;22.023;21.984;22.042;2.169;0.814
22.061;22.081;22.049;22.1;2.169;0.814
22.113;22.113;22.081;22.139;2.171;0.817
22.184;22.177;22.119;22.184;2.166;0.814
22.235;22.229;22.164;22.248;2.166;0.812
22.325;22.351;22.286;22.376;2.166;0.814
22.351;22.498;22.453;22.505;2.169;0.814
22.415;22.498;22.486;22.511;2.166;0.814
22.498;22.543;22.505;22.556;2.166;0.817
22.543;22.575;22.537;22.595;2.169;0.819
22.563;22.614;22.563;22.633;2.166;0.822
22.588;22.653;22.601;22.672;2.169;0.825
22.601;22.691;22.633;22.71;2.166;0.83
22.588;22.73;22.678;22.723;2.169;0.83
22.569;22.743;22.71;22.749;2.163;0.84
22.486;22.736;22.73;22.736;2.166;0.85
22.447;22.704;22.71;22.704;2.169;0.855
22.402;22.665;22.678;22.659;2.166;0.861
22.37;22.62;22.64;22.614;2.166;0.866
22.357;22.582;22.601;22.575;2.169;0.871
22.216;22.466;22.479;22.473;2.169;0.879
22.196;22.447;22.447;22.434;2.166;0.886
22.1;22.408;22.434;22.402;2.171;0.886
21.946;22.254;22.286;22.235;2.169;0.902
21.901;22.19;22.235;22.196;2.174;0.907
21.817;22.1;22.113;22.1;2.169;0.904
21.785;22.036;22.061;22.036;2.166;0.899
21.772;22.01;22.036;22.023;2.166;0.899
21.747;21.978;21.991;21.997;2.207;0.886
21.734;21.946;21.978;21.959;2.158;0.866
21.727;21.927;21.939;21.939;2.179;0.845
21.676;21.85;21.856;21.875;2.169;0.807
21.67;21.843;21.843;21.862;2.171;0.812
21.657;21.837;21.83;21.85;2.166;0.791
21.657;21.83;21.824;21.843;2.166;0.784
21.637;21.805;21.798;21.824;2.163;0.776
21.631;21.792;21.785;21.811;2.158;0.768
21.625;21.792;21.779;21.811;2.161;0.768
21.612;21.785;21.772;21.798;2.166;0.735
21.605;21.785;21.772;21.792;2.161;0.735
21.612;21.779;21.772;21.798;2.161;0.737
21.605;21.779;21.766;21.785;2.163;0.709
21.599;21.766;21.76;21.779;2.161;0.714
21.605;21.779;21.766;21.798;2.163;0.714
21.612;21.766;21.76;21.785;2.158;0.712
21.599;21.772;21.766;21.785;2.161;0.717
21.599;21.76;21.753;21.785;2.161;0.717
21.593;21.766;21.753;21.785;2.161;0.706
21.599;21.76;21.753;21.779;2.169;0.704
21.599;21.772;21.747;21.792;2.153;0.706
21.599;21.914;21.785;21.939;2.166;0.709
21.65;22.203;21.907;22.196;2.274;0.827
21.65;22.074;22.235;22.049;2.187;0.717
21.625;21.978;22.049;21.972;2.148;0.724
21.612;21.901;21.952;21.914;2.156;0.74
21.605;21.856;21.894;21.875;2.153;0.755
21.605;21.843;21.85;21.856;2.197;0.771
21.599;21.824;21.837;21.824;2.169;0.789
21.599;21.785;21.779;21.792;2.169;0.717
21.599;21.779;21.772;21.798;2.163;0.714
21.593;21.76;21.747;21.772;2.153;0.709
21.599;21.76;21.76;21.772;2.161;0.709
21.593;21.76;21.747;21.772;2.156;0.714
21.599;21.753;21.747;21.779;2.158;0.719
21.605;21.766;21.753;21.779;2.153;0.722
21.605;21.76;21.76;21.779;2.151;0.722
21.599;21.785;21.76;21.798;2.151;0.735
21.605;21.779;21.772;21.792;2.148;0.714
21.605;21.766;21.766;21.785;2.153;0.722
21.599;21.76;21.76;21.779;2.151;0.727
21.657;21.766;21.753;21.779;2.158;0.737
21.747;21.779;21.76;21.792;2.156;0.732
22.074;21.843;21.785;21.862;2.151;0.737
22.948;22.318;22.113;22.396;2.153;0.732
23.25;22.588;22.338;22.665;2.156;0.737
23.507;22.839;22.608;22.826;2.158;0.74
23.668;22.942;22.807;22.929;2.174;0.771
23.796;23.038;22.942;23.051;2.174;0.817
23.848;23.128;23.032;23.128;2.179;0.858
23.899;23.224;23.122;23.218;2.184;0.909
23.931;23.276;23.199;23.263;2.189;0.943
23.95;23.379;23.321;23.359;2.184;1.01
23.912;23.411;23.353;23.391;2.189;1.017
23.848;23.43;23.385;23.424;2.187;1.033
23.796;23.443;23.411;23.436;2.189;1.046
23.693;23.481;23.436;23.462;2.187;1.061
23.706;23.494;23.462;23.469;2.184;1.066
23.591;23.494;23.475;23.475;2.184;1.076
23.346;23.481;23.469;23.462;2.179;1.074
23.257;23.469;23.456;23.449;2.179;1.064
23.141;23.436;23.443;23.424;2.176;1.058
22.91;23.289;23.334;23.257;2.174;1.022
22.672;23.122;23.186;23.102;2.171;0.989
22.518;23.012;23.096;23.006;2.169;0.974
22.396;22.916;22.987;22.903;2.163;0.966
22.235;22.775;22.877;22.749;2.166;0.951
22.113;22.659;22.743;22.64;2.161;0.935
22.01;22.492;22.614;22.479;2.163;0.927
21.888;22.286;22.351;22.28;2.161;0.909
21.824;22.152;22.274;22.132;2.158;0.904
21.811;22.068;22.119;22.074;2.163;0.899
21.811;22.023;22.068;22.029;2.156;0.889
21.843;21.991;21.997;22.004;2.161;0.881
21.862;21.978;21.978;21.991;2.156;0.871
22.016;22.036;21.991;22.042;2.156;0.853
22.068;22.074;22.029;22.094;2.153;0.853
22.152;22.119;22.068;22.132;2.156;0.876
22.286;22.241;22.171;22.254;2.163;0.912
22.434;22.402;22.312;22.415;2.158;0.886
22.518;22.543;22.447;22.55;2.156;0.871
22.55;22.582;22.524;22.595;2.156;0.879
22.563;22.62;22.575;22.64;2.156;0.871
22.575;22.665;22.614;22.678;2.143;0.835
22.575;22.71;22.672;22.71;2.153;0.825
22.511;22.717;22.685;22.71;2.143;0.789
22.473;22.691;22.697;22.691;2.148;0.791
22.434;22.659;22.672;22.659;2.151;0.809
22.396;22.64;22.653;22.627;2.153;0.819
22.357;22.601;22.614;22.595;2.148;0.814
22.222;22.498;22.518;22.492;2.153;0.863
22.184;22.453;22.479;22.447;2.156;0.876
22.164;22.408;22.434;22.408;2.158;0.889
22.132;22.363;22.396;22.363;2.153;0.897
22.119;22.325;22.351;22.325;2.151;0.904
22.087;22.274;22.28;22.274;2.153;0.907
22.061;22.235;22.248;22.248;2.151;0.909
22.055;22.222;22.229;22.235;2.153;0.904
22.029;22.196;22.184;22.19;2.151;0.894
21.991;22.177;22.171;22.184;2.153;0.884
21.978;22.164;22.171;22.171;2.151;0.881
21.965;22.152;22.152;22.158;2.151;0.876
21.927;22.126;22.126;22.126;2.148;0.858
21.914;22.1;22.113;22.113;2.153;0.855
21.894;22.087;22.081;22.094;2.146;0.817
21.862;22.055;22.061;22.068;2.143;0.807
21.85;22.042;22.049;22.055;2.133;0.804
21.817;22.029;22.036;22.042;2.143;0.807
21.798;22.01;22.023;22.016;2.146;0.814
21.766;21.984;21.984;22.004;2.143;0.817
21.753;21.972;21.972;21.978;2.146;0.812
21.727;21.939;21.952;21.959;2.143;0.809
21.715;21.92;21.939;21.933;2.146;0.814
21.663;21.862;21.869;21.875;2.14;0.812
21.65;21.837;21.856;21.843;2.143;0.819
21.631;21.811;21.811;21.824;2.14;0.814
21.625;21.798;21.805;21.811;2.138;0.812
21.605;21.772;21.76;21.785;2.143;0.817
21.599;21.76;21.74;21.772;2.135;0.789
21.593;21.76;21.747;21.779;2.158;0.709
21.586;21.753;21.74;21.772;2.151;0.73
21.573;21.74;21.734;21.76;2.153;0.722
21.58;21.747;21.727;21.76;2.143;0.719
21.58;21.74;21.734;21.753;2.151;0.717
21.567;21.74;21.727;21.753;2.143;0.732
21.573;21.734;21.721;21.747;2.146;0.735
21.58;21.734;21.721;21.747;2.143;0.732
21.599;21.792;21.727;21.837;2.585;0.647
21.573;21.83;21.785;21.888;2.51;0.455
21.593;21.805;21.824;21.727;2.176;0.372
21.58;21.67;21.792;21.657;2.349;0.254
21.593;21.625;21.644;21.612;2.246;0.249
21.58;21.58;21.605;21.593;2.248;0.231
21.586;21.631;21.554;21.65;2.122;0.231
21.573;21.663;21.599;21.67;2.297;0.267
21.605;21.67;21.67;21.676;2.261;0.272
21.618;21.689;21.65;21.695;2.356;0.267
21.637;21.702;21.663;21.708;2.207;0.272
21.875;22.119;22.074;22.132;2.194;0.434
21.869;22.145;22.107;22.164;2.359;0.442
21.882;22.184;22.139;22.203;2.241;0.457
21.869;22.229;22.177;22.222;2.464;0.473
21.811;22.254;22.222;22.261;2.698;0.491
21.798;22.274;22.241;22.274;2.369;0.498
21.811;22.267;22.248;22.28;2.49;0.503
21.817;22.293;22.261;22.286;2.282;0.508
21.785;22.299;22.267;22.299;2.197;0.511
21.785;22.293;22.28;22.293;2.179;0.514
21.695;22.145;22.152;22.145;2.302;0.455
21.682;22.126;22.126;22.132;2.235;0.447
21.676;22.081;22.087;22.094;2.315;0.431
21.682;21.586;21.58;21.593;2.287;0.239
21.695;21.522;21.503;21.535;2.271;0.213
21.74;21.509;21.49;21.522;2.269;0.205
21.779;21.503;21.496;21.515;2.325;0.205
21.792;21.496;21.477;21.503;2.266;0.203
21.83;21.509;21.49;21.528;2.256;0.205
21.869;21.477;21.49;21.496;2.315;0.205
21.869;21.458;21.471;21.458;2.343;0.192
21.875;21.432;21.432;21.445;2.369;0.185
21.869;21.361;21.419;21.393;2.305;0.174
21.875;21.323;21.348;21.355;2.328;0.154
21.882;21.316;21.258;21.342;2.32;0.128
21.882;21.419;21.291;21.438;2.297;0.144
21.888;21.458;21.393;21.477;2.454;0.18
21.901;21.49;21.438;21.496;2.333;0.187
21.894;21.503;21.464;21.515;2.315;0.195
21.901;21.522;21.49;21.528;2.305;0.208
21.869;21.618;21.56;21.593;1.968;0.231
21.882;21.702;21.593;21.708;2.181;0.257
21.894;21.76;21.676;21.766;2.035;0.285
21.875;21.888;21.772;21.894;2.189;0.323
21.869;21.972;21.875;21.978;2.251;0.362
21.875;22.061;22.004;22.061;2.176;0.403
21.875;22.1;22.1;22.094;2.197;0.47
21.869;22.087;22.081;22.081;2.184;0.526
21.875;22.049;22.042;22.055;2.138;0.67
21.875;22.036;22.029;22.049;2.169;0.735
21.882;22.042;22.029;22.055;2.171;0.727
21.882;22.049;22.036;22.049;2.166;0.727
21.888;22.042;22.036;22.055;2.169;0.727
21.914;22.049;22.036;22.061;2.171;0.735
21.946;22.087;22.068;22.094;2.176;0.732
21.972;22.1;22.087;22.113;2.176;0.74
22.325;22.164;22.107;22.171;2.174;0.737
22.588;22.222;22.152;22.248;2.176;0.74
23.321;22.396;22.363;22.614;2.176;0.742
23.719;22.82;22.402;22.8;2.176;0.735
24.098;22.948;22.8;22.948;2.194;0.768
24.599;23.192;23.07;23.192;2.199;0.879
24.625;23.263;23.173;23.263;2.207;0.927
