YTR064;YTR063;YTR062;YTR061;YPR066;YPR064
23.494;23.488;23.462;23.469;2.277;1.066
23.501;23.469;23.449;23.462;2.264;1.061
23.494;23.462;23.443;23.449;2.333;1.056
23.488;23.462;23.436;23.443;2.287;1.053
23.481;23.449;23.43;23.436;2.379;1.048
23.462;23.417;23.391;23.404;2.297;1.033
23.462;23.411;23.385;23.391;2.315;1.028
23.449;23.398;23.379;23.385;2.367;1.025
23.436;23.391;23.359;23.366;2.223;1.017
23.417;23.379;23.353;23.359;2.313;1.01
23.411;23.372;23.346;23.353;2.264;1.007
23.372;23.34;23.314;23.321;2.31;0.992
23.359;23.327;23.301;23.321;2.325;0.987
23.353;23.314;23.295;23.308;2.374;0.981
23.321;23.295;23.276;23.282;2.248;0.971
23.269;23.263;23.244;23.25;2.349;0.953
23.25;23.257;23.237;23.244;2.313;0.953
23.218;23.244;23.224;23.231;2.384;0.945
23.231;23.237;23.218;23.218;2.225;0.943
23.186;23.205;23.186;23.192;2.248;0.93
23.154;23.192;23.173;23.179;2.284;0.922
23.128;23.147;23.141;23.141;2.266;0.899
23.122;23.141;23.115;23.128;2.228;0.894
23.102;23.122;23.102;23.109;2.374;0.886
23.083;23.096;23.083;23.096;2.32;0.873
23.064;23.077;23.057;23.07;2.41;0.863
23.077;23.07;23.044;23.057;2.377;0.858
23.064;23.064;23.038;23.051;2.207;0.855
23.07;23.044;23.019;23.032;2.415;0.845
23.089;23.006;22.987;22.999;2.197;0.83
23.089;22.999;22.974;22.987;2.218;0.825
23.083;22.987;22.967;22.98;2.403;0.822
23.089;22.98;22.955;22.961;2.238;0.817
23.102;22.974;22.948;22.967;2.338;0.819
23.135;22.974;22.955;22.98;2.153;0.814
23.205;22.967;22.948;22.967;2.531;0.812
23.25;22.967;22.948;22.955;2.171;0.809
23.289;22.948;22.942;22.942;2.349;0.804
23.308;22.942;22.929;22.935;2.318;0.799
23.295;22.922;22.903;22.903;2.323;0.789
23.263;22.897;22.884;22.89;2.423;0.784
23.212;22.884;22.865;22.877;2.333;0.773
23.199;22.871;22.858;22.865;2.374;0.771
23.179;22.858;22.845;22.852;2.3;0.766
23.167;22.833;22.82;22.82;2.264;0.75
23.16;22.82;22.8;22.813;2.289;0.742
23.167;22.762;22.762;22.755;2.323;0.719
23.173;22.749;22.736;22.749;2.307;0.712
23.186;22.736;22.717;22.736;2.372;0.706
23.192;22.717;22.697;22.71;2.259;0.696
23.224;22.691;22.678;22.685;2.259;0.686
23.237;22.685;22.665;22.678;2.32;0.681
23.244;22.678;22.659;22.678;2.295;0.678
23.301;22.665;22.64;22.659;2.343;0.67
23.321;22.646;22.627;22.646;2.307;0.668
23.359;22.646;22.62;22.64;2.338;0.663
23.366;22.627;22.62;22.627;2.271;0.66
23.411;22.62;22.601;22.62;2.32;0.652
23.456;22.595;22.582;22.588;2.39;0.642
23.507;22.556;22.537;22.55;2.261;0.624
23.514;22.518;22.505;22.518;2.282;0.609
23.514;22.505;22.492;22.511;2.313;0.604
23.507;22.498;22.486;22.498;2.3;0.601
23.507;22.498;22.473;22.498;2.271;0.596
23.462;22.46;22.441;22.46;2.328;0.583
23.295;22.447;22.428;22.441;2.238;0.575
23.282;22.434;22.421;22.434;2.333;0.57
23.269;22.428;22.415;22.428;2.266;0.57
23.244;22.434;22.408;22.434;2.387;0.568
23.231;22.447;22.434;22.441;2.315;0.573
23.218;22.421;22.408;22.421;2.243;0.568
23.212;22.434;22.408;22.434;2.3;0.568
23.212;22.46;22.441;22.46;2.233;0.58
23.212;22.434;22.421;22.441;2.338;0.573
23.218;22.428;22.415;22.434;2.23;0.57
23.218;22.428;22.408;22.434;2.318;0.565
23.224;22.441;22.408;22.447;2.328;0.568
23.25;22.473;22.428;22.473;2.346;0.578
23.269;22.466;22.447;22.473;2.359;0.586
23.276;22.46;22.441;22.453;2.341;0.583
23.321;22.453;22.434;22.46;2.269;0.578
23.366;22.447;22.408;22.441;2.284;0.57
23.372;22.453;22.421;22.46;2.333;0.573
23.43;22.473;22.447;22.473;2.336;0.586
23.494;22.473;22.453;22.473;2.336;0.588
23.539;22.473;22.453;22.46;2.418;0.586
23.558;22.46;22.447;22.447;2.238;0.583
23.629;22.453;22.434;22.447;2.259;0.573
23.636;22.466;22.428;22.46;2.235;0.578
23.668;22.479;22.441;22.473;2.387;0.583
23.68;22.492;22.453;22.492;2.23;0.591
23.738;22.505;22.479;22.498;2.4;0.596
23.738;22.498;22.479;22.505;2.397;0.598
23.764;22.492;22.479;22.492;2.259;0.596
23.771;22.466;22.466;22.473;2.351;0.591
23.777;22.46;22.447;22.46;2.233;0.583
23.79;22.453;22.434;22.46;2.261;0.578
23.777;22.46;22.441;22.466;2.274;0.58
23.79;22.479;22.441;22.479;2.228;0.586
23.764;22.479;22.466;22.492;2.205;0.591
23.777;22.492;22.453;22.498;2.367;0.588
23.771;22.479;22.46;22.486;2.259;0.591
23.758;22.46;22.447;22.46;2.202;0.586
23.751;22.447;22.434;22.447;2.405;0.578
23.732;22.434;22.421;22.434;2.238;0.573
23.732;22.421;22.408;22.428;2.359;0.568
23.738;22.434;22.402;22.434;2.297;0.565
23.732;22.473;22.428;22.466;2.39;0.578
23.719;22.473;22.447;22.473;2.199;0.588
23.693;22.479;22.46;22.486;2.454;0.591
23.68;22.466;22.447;22.46;2.336;0.588
23.68;22.434;22.434;22.434;2.331;0.57
23.668;22.428;22.415;22.434;2.384;0.57
23.674;22.441;22.421;22.441;2.318;0.573
23.668;22.453;22.421;22.453;2.271;0.575
23.661;22.473;22.434;22.473;2.277;0.58
23.661;22.473;22.447;22.466;2.377;0.586
23.642;22.466;22.447;22.46;2.31;0.583
23.642;22.434;22.428;22.441;2.21;0.575
23.648;22.428;22.415;22.434;2.377;0.57
23.636;22.415;22.402;22.415;2.377;0.565
23.636;22.415;22.389;22.421;2.32;0.557
23.623;22.428;22.396;22.434;2.241;0.563
23.616;22.441;22.408;22.447;2.246;0.568
23.571;22.441;22.428;22.441;2.23;0.573
23.565;22.428;22.421;22.434;2.372;0.568
23.546;22.408;22.383;22.415;2.282;0.56
23.526;22.421;22.389;22.421;2.207;0.56
23.514;22.447;22.408;22.441;2.223;0.568
23.526;22.447;22.421;22.447;2.336;0.573
23.507;22.453;22.421;22.453;2.331;0.575
23.514;22.447;22.434;22.447;2.223;0.578
23.462;22.434;22.415;22.434;2.315;0.568
23.456;22.415;22.408;22.421;2.331;0.565
23.417;22.421;22.383;22.421;2.428;0.56
23.411;22.434;22.402;22.441;2.356;0.565
23.391;22.447;22.421;22.441;2.274;0.573
23.372;22.441;22.428;22.441;2.4;0.573
23.359;22.441;22.421;22.441;2.436;0.573
23.34;22.479;22.408;22.486;2.341;0.568
23.334;22.531;22.46;22.537;1.948;0.591
23.321;22.575;22.511;22.575;2.467;0.627
23.314;22.614;22.569;22.614;2.135;0.637
23.289;22.659;22.588;22.633;2.354;0.655
23.25;22.717;22.678;22.717;2.302;0.691
23.25;22.768;22.73;22.755;2.277;0.709
23.263;22.788;22.743;22.794;2.269;0.724
23.276;22.865;22.813;22.858;2.266;0.75
23.295;22.903;22.865;22.897;2.274;0.781
23.321;22.929;22.877;22.929;2.282;0.791
23.334;22.942;22.916;22.948;2.251;0.799
23.346;22.98;22.935;22.974;2.3;0.807
23.359;22.999;22.955;22.999;2.264;0.822
23.372;23.032;22.974;23.019;2.274;0.835
23.385;23.044;23.006;23.044;2.266;0.84
23.398;23.07;23.019;23.057;2.269;0.853
23.411;23.083;23.044;23.07;2.287;0.858
23.424;23.096;23.057;23.083;2.259;0.868
23.436;23.128;23.07;23.122;2.3;0.881
23.443;23.141;23.102;23.141;2.256;0.891
23.481;23.179;23.135;23.179;2.271;0.912
23.494;23.205;23.173;23.192;2.266;0.92
23.526;23.218;23.186;23.212;2.284;0.93
23.539;23.231;23.205;23.224;2.266;0.935
23.565;23.244;23.218;23.237;2.289;0.945
23.597;23.276;23.231;23.257;2.259;0.956
23.616;23.289;23.244;23.269;2.279;0.961
23.636;23.308;23.269;23.282;2.271;0.971
23.661;23.321;23.282;23.308;2.264;0.979
23.687;23.334;23.295;23.334;2.279;0.992
23.7;23.346;23.321;23.353;2.253;0.997
23.725;23.379;23.334;23.366;2.269;1.004
23.738;23.391;23.353;23.379;2.261;1.017
23.745;23.43;23.379;23.417;2.264;1.03
23.738;23.456;23.417;23.443;2.271;1.046
23.725;23.469;23.43;23.456;2.261;1.051
23.713;23.481;23.443;23.469;2.277;1.064
23.7;23.494;23.456;23.481;2.271;1.069
23.687;23.501;23.462;23.494;2.271;1.074
23.655;23.514;23.481;23.507;2.271;1.079
23.642;23.52;23.494;23.507;2.261;1.084
23.578;23.546;23.507;23.533;2.264;1.094
23.417;23.546;23.533;23.533;2.264;1.105
23.34;23.533;23.526;23.526;2.256;1.1
23.218;23.507;23.488;23.488;2.248;1.087
23.205;23.494;23.475;23.475;2.313;1.084
23.16;23.436;23.424;23.417;2.266;1.079
23.16;23.411;23.411;23.398;2.292;1.071
23.16;23.385;23.372;23.385;2.284;1.074
23.154;23.379;23.366;23.359;2.253;1.071
23.154;23.346;23.34;23.34;2.269;1.079
23.212;23.334;23.308;23.327;2.261;1.079
23.244;23.353;23.327;23.353;2.266;1.079
23.301;23.385;23.34;23.385;2.264;1.079
23.327;23.391;23.366;23.398;2.264;1.082
23.379;23.449;23.411;23.456;2.259;1.084
23.391;23.507;23.475;23.494;2.266;1.082
23.372;23.52;23.488;23.494;2.256;1.087
23.308;23.526;23.501;23.501;2.264;1.094
23.282;23.514;23.494;23.488;2.271;1.092
23.257;23.501;23.494;23.488;2.259;1.089
23.244;23.488;23.475;23.462;2.277;1.094
23.231;23.475;23.462;23.449;2.259;1.097
23.205;23.424;23.417;23.417;2.264;1.097
23.192;23.398;23.391;23.385;2.266;1.1
23.186;23.379;23.366;23.372;2.264;1.097
23.224;23.346;23.321;23.34;2.261;1.089
23.295;23.379;23.346;23.379;2.259;1.087
23.314;23.391;23.353;23.391;2.266;1.084
23.327;23.404;23.366;23.404;2.259;1.079
23.372;23.449;23.417;23.443;2.261;1.074
23.366;23.507;23.475;23.488;2.259;1.082
23.346;23.514;23.488;23.494;2.259;1.087
23.308;23.514;23.494;23.494;2.266;1.092
23.282;23.501;23.488;23.488;2.264;1.089
23.269;23.488;23.475;23.469;2.251;1.092
23.263;23.475;23.462;23.462;2.269;1.089
23.257;23.462;23.449;23.449;2.259;1.089
23.244;23.449;23.436;23.436;2.271;1.092
23.353;23.436;23.411;23.436;2.256;1.1
23.507;23.52;23.488;23.501;2.264;1.094
23.539;23.526;23.494;23.507;2.282;1.089
23.558;23.539;23.501;23.514;2.259;1.097
23.629;23.565;23.539;23.552;2.279;1.107
23.623;23.578;23.546;23.558;2.266;1.112
23.725;23.597;23.571;23.578;2.271;1.128
23.822;23.61;23.584;23.597;2.269;1.136
24.111;23.616;23.584;23.597;2.271;1.136
24.265;23.636;23.603;23.623;2.274;1.143
24.336;23.642;23.616;23.636;2.266;1.148
24.452;23.668;23.636;23.655;2.264;1.164
24.477;23.68;23.642;23.668;2.271;1.169
24.471;23.693;23.668;23.687;2.274;1.179
24.394;23.719;23.68;23.706;2.279;1.19
24.31;23.725;23.693;23.713;2.274;1.197
24.188;23.725;23.706;23.706;2.261;1.197
24.066;23.713;23.7;23.7;2.264;1.195
23.995;23.706;23.693;23.693;2.31;1.192
23.867;23.68;23.668;23.655;2.297;1.174
23.848;23.661;23.655;23.636;2.246;1.169
23.816;23.636;23.642;23.623;2.305;1.161
23.796;23.623;23.616;23.61;2.3;1.151
23.79;23.61;23.603;23.591;2.266;1.141
23.79;23.584;23.578;23.565;2.284;1.128
23.803;23.565;23.552;23.552;2.313;1.118
23.816;23.539;23.533;23.526;2.341;1.102
23.822;23.533;23.52;23.526;2.269;1.097
23.803;23.533;23.501;23.514;2.315;1.087
23.7;23.539;23.507;23.52;2.264;1.094
23.565;23.552;23.526;23.539;2.256;1.105
23.526;23.539;23.526;23.533;2.277;1.102
23.424;23.52;23.514;23.507;2.261;1.094
23.334;23.494;23.475;23.475;2.266;1.076
23.372;23.481;23.462;23.462;2.295;1.074
23.469;23.481;23.456;23.462;2.282;1.066
23.507;23.488;23.462;23.469;2.253;1.071
23.565;23.501;23.469;23.488;2.269;1.076
23.603;23.507;23.475;23.494;2.261;1.079
23.616;23.526;23.501;23.52;2.292;1.089
23.571;23.552;23.514;23.539;2.297;1.097
23.539;23.558;23.533;23.552;2.307;1.107
23.488;23.558;23.539;23.552;2.277;1.11
23.494;23.571;23.552;23.546;2.282;1.118
23.803;23.558;23.526;23.546;2.253;1.102
23.841;23.558;23.533;23.546;2.279;1.107
23.88;23.565;23.539;23.558;2.282;1.11
23.905;23.597;23.558;23.584;2.315;1.125
23.899;23.61;23.571;23.597;2.256;1.13
23.873;23.616;23.584;23.603;2.269;1.133
23.86;23.629;23.597;23.61;2.307;1.141
23.828;23.642;23.61;23.629;2.246;1.148
23.867;23.629;23.61;23.616;2.3;1.148
23.976;23.623;23.597;23.603;2.253;1.141
23.886;23.616;23.591;23.603;2.271;1.136
23.623;23.616;23.597;23.597;2.284;1.138
23.571;23.603;23.584;23.584;2.266;1.133
23.488;23.597;23.578;23.571;2.284;1.128
23.443;23.578;23.565;23.558;2.259;1.123
23.346;23.558;23.546;23.546;2.287;1.112
23.289;23.546;23.533;23.52;2.264;1.107
23.25;23.533;23.52;23.507;2.271;1.097
23.212;23.52;23.507;23.494;2.271;1.092
23.173;23.507;23.494;23.475;2.264;1.087
23.16;23.462;23.481;23.436;2.277;1.082
23.154;23.424;23.436;23.398;2.269;1.074
23.147;23.385;23.398;23.366;2.261;1.066
23.192;23.327;23.308;23.308;2.259;1.064
23.411;23.34;23.289;23.34;2.259;1.056
23.501;23.379;23.314;23.385;2.266;1.051
23.591;23.417;23.353;23.398;2.256;1.048
23.816;23.43;23.398;23.424;2.269;1.04
23.899;23.456;23.417;23.436;2.266;1.046
23.982;23.469;23.43;23.449;2.274;1.051
23.603;23.591;23.591;23.584;2.269;1.136
23.539;23.578;23.578;23.558;2.256;1.125
23.501;23.565;23.565;23.546;2.266;1.12
23.462;23.552;23.546;23.533;2.256;1.105
23.424;23.533;23.52;23.507;2.271;1.1
23.411;23.501;23.507;23.494;2.261;1.092
23.398;23.488;23.488;23.469;2.256;1.076
23.391;23.475;23.456;23.456;2.269;1.071
23.417;23.449;23.436;23.436;2.253;1.056
23.43;23.436;23.43;23.43;2.269;1.048
23.558;23.469;23.43;23.456;2.277;1.056
23.526;23.494;23.469;23.481;2.256;1.071
23.494;23.501;23.475;23.494;2.289;1.076
23.398;23.52;23.501;23.507;2.261;1.087
23.334;23.526;23.501;23.514;2.253;1.089
23.205;23.526;23.507;23.507;2.289;1.094
23.025;23.372;23.391;23.359;2.274;1.092
23.006;23.327;23.34;23.314;2.253;1.094
22.961;23.257;23.257;23.237;2.251;1.094
22.942;23.218;23.212;23.224;2.264;1.092
22.929;23.179;23.192;23.167;2.261;1.087
22.91;23.147;23.141;23.128;2.274;1.082
22.897;23.102;23.102;23.096;2.253;1.066
22.948;23.077;23.051;23.07;2.259;1.064
22.974;23.089;23.051;23.083;2.274;1.061
23.032;23.122;23.07;23.115;2.277;1.058
23.057;23.141;23.096;23.135;2.251;1.061
23.083;23.167;23.115;23.16;2.271;1.064
23.096;23.199;23.141;23.192;2.287;1.061
23.115;23.25;23.205;23.237;2.31;1.061
23.122;23.263;23.224;23.269;2.246;1.053
23.115;23.295;23.25;23.301;2.271;1.048
23.057;23.34;23.301;23.334;2.235;1.048
23.019;23.353;23.321;23.346;2.3;1.051
22.865;23.314;23.314;23.289;2.302;1.058
22.813;23.276;23.295;23.231;2.246;1.061
22.775;23.199;23.224;23.179;2.241;1.058
22.704;23.154;23.199;23.154;2.256;1.056
22.659;23.115;23.141;23.083;2.233;1.056
22.633;23.089;23.096;23.064;2.266;1.061
22.595;22.999;23.051;22.999;2.246;1.066
22.556;22.961;22.974;22.948;2.251;1.069
22.518;22.91;22.929;22.89;2.248;1.069
22.46;22.775;22.8;22.755;2.248;1.069
22.434;22.71;22.717;22.717;2.243;1.066
22.421;22.691;22.704;22.685;2.241;1.069
22.408;22.672;22.672;22.678;2.251;1.071
22.402;22.659;22.653;22.665;2.248;1.074
22.376;22.62;22.62;22.62;2.251;1.071
22.363;22.608;22.608;22.614;2.256;1.069
22.351;22.608;22.595;22.601;2.261;1.066
22.325;22.569;22.569;22.575;2.261;1.061
22.286;22.563;22.55;22.556;2.266;1.064
22.274;22.55;22.543;22.556;2.266;1.069
22.248;22.531;22.537;22.531;2.261;1.074
22.222;22.505;22.498;22.492;2.282;1.061
22.203;22.473;22.486;22.466;2.251;1.051
22.196;22.46;22.46;22.46;2.292;1.066
22.19;22.441;22.447;22.453;2.243;1.069
22.184;22.479;22.46;22.505;2.325;1.061
22.19;22.511;22.486;22.511;2.256;1.105
22.196;22.511;22.498;22.518;2.233;1.123
22.196;22.486;22.505;22.492;2.279;1.228
22.19;22.466;22.473;22.466;2.241;1.11
22.184;22.492;22.473;22.518;2.233;1.177
22.184;22.479;22.479;22.505;2.289;1.133
22.171;22.46;22.473;22.486;2.266;1.033
22.158;22.473;22.46;22.486;2.266;1.115
22.344;22.531;22.498;22.518;2.315;1.028
22.389;22.537;22.511;22.556;2.318;1.035
22.479;22.556;22.531;22.563;2.266;1.048
22.511;22.582;22.55;22.588;2.253;1.046
22.556;22.633;22.582;22.64;2.259;1.04
22.588;22.646;22.595;22.665;2.251;1.046
22.614;22.697;22.646;22.71;2.248;1.056
22.64;22.71;22.678;22.73;2.251;1.053
22.64;22.781;22.736;22.788;2.251;1.025
22.633;22.794;22.762;22.794;2.256;1.02
22.55;22.8;22.781;22.8;2.259;1.046
22.498;22.775;22.768;22.768;2.253;1.051
22.421;22.73;22.736;22.723;2.248;1.046
22.338;22.672;22.678;22.646;2.248;1.03
22.318;22.64;22.64;22.633;2.248;1.033
22.286;22.601;22.62;22.588;2.248;1.04
22.254;22.563;22.575;22.556;2.246;1.051
22.235;22.531;22.537;22.524;2.251;1.056
22.216;22.492;22.518;22.492;2.248;1.053
22.19;22.46;22.479;22.46;2.248;1.043
22.177;22.441;22.453;22.428;2.243;1.035
22.164;22.402;22.402;22.402;2.251;1.025
22.158;22.389;22.383;22.376;2.246;1.03
22.152;22.357;22.351;22.357;2.248;1.051
22.152;22.331;22.318;22.331;2.251;1.046
22.152;22.344;22.325;22.344;2.253;1.046
22.126;22.331;22.312;22.331;2.253;1.051
22.107;22.312;22.299;22.312;2.246;1.03
22.094;22.267;22.248;22.28;2.253;1.056
22.1;22.28;22.254;22.28;2.256;1.02
22.113;22.286;22.261;22.286;2.256;1.056
22.119;22.293;22.261;22.293;2.256;1.051
22.126;22.293;22.267;22.299;2.261;1.033
22.145;22.312;22.286;22.312;2.253;1.038
22.152;22.338;22.306;22.351;2.282;1.051
22.152;22.363;22.318;22.363;2.253;1.048
22.145;22.376;22.344;22.357;2.279;1.038
22.126;22.389;22.363;22.383;2.238;1.035
22.119;22.396;22.376;22.396;2.305;1.053
22.113;22.389;22.376;22.37;2.31;1.048
22.107;22.383;22.37;22.383;2.259;1.035
22.1;22.351;22.351;22.344;2.333;1.056
22.1;22.331;22.325;22.331;2.271;1.038
22.113;22.331;22.312;22.325;2.279;1.017
22.126;22.318;22.312;22.306;2.264;1.022
22.145;22.312;22.293;22.312;2.253;1.04
22.158;22.318;22.299;22.338;2.259;1.046
22.184;22.344;22.312;22.344;2.261;1.033
22.196;22.363;22.325;22.357;2.248;1.043
22.248;22.389;22.351;22.402;2.256;1.053
22.261;22.408;22.37;22.408;2.248;1.046
22.396;22.46;22.421;22.479;2.259;1.022
22.447;22.486;22.434;22.498;2.271;1.025
22.486;22.524;22.473;22.531;2.259;1.035
22.531;22.543;22.505;22.55;2.253;1.043
22.595;22.582;22.524;22.614;2.292;1.053
22.62;22.627;22.556;22.633;2.253;1.048
22.659;22.672;22.62;22.697;2.282;1.046
22.697;22.71;22.665;22.743;2.264;1.028
22.736;22.775;22.691;22.788;2.264;1.03
22.775;22.807;22.743;22.826;2.318;1.028
22.813;22.858;22.781;22.852;2.253;1.035
22.826;22.884;22.826;22.897;2.289;1.043
22.839;22.916;22.865;22.935;2.264;1.048
22.845;22.974;22.91;22.98;2.261;1.046
22.845;22.999;22.942;23.006;2.287;1.04
22.839;23.038;22.98;23.051;2.246;1.025
22.807;23.07;23.032;23.057;2.277;1.028
22.794;23.083;23.051;23.07;2.251;1.035
22.659;23.044;23.051;23.012;2.338;1.04
22.588;22.974;23.006;22.974;2.295;1.025
22.543;22.948;22.961;22.922;2.279;1.028
22.505;22.922;22.922;22.903;2.313;1.035
22.158;22.396;22.376;22.402;2.356;1.053
22.171;22.402;22.383;22.389;2.266;1.061
22.184;22.396;22.363;22.415;2.359;1.066
22.196;22.396;22.376;22.408;2.264;1.064
22.209;22.402;22.376;22.402;2.302;1.061
22.235;22.408;22.383;22.408;2.282;1.053
22.248;22.421;22.389;22.421;2.284;1.061
22.325;22.434;22.408;22.447;2.261;1.046
22.357;22.46;22.434;22.479;2.253;1.048
22.441;22.511;22.479;22.518;2.256;1.058
22.479;22.524;22.492;22.537;2.259;1.04
22.498;22.537;22.505;22.556;2.256;1.033
22.556;22.569;22.518;22.588;2.259;1.033
22.614;22.608;22.556;22.627;2.259;1.033
22.659;22.646;22.575;22.64;2.248;1.043
22.697;22.685;22.62;22.685;2.256;1.051
22.743;22.704;22.659;22.723;2.251;1.056
22.788;22.755;22.704;22.762;2.248;1.048
22.826;22.8;22.736;22.807;2.259;1.033
22.903;22.884;22.833;22.89;2.251;1.028
22.916;22.922;22.871;22.935;2.259;1.033
22.955;22.955;22.91;22.974;2.251;1.04
22.967;22.993;22.948;22.993;2.259;1.046
23.006;23.07;23.019;23.07;2.253;1.048
22.987;23.141;23.109;23.141;2.256;1.025
22.974;23.147;23.122;23.147;2.251;1.038
22.935;23.154;23.128;23.147;2.253;1.051
22.89;23.128;23.122;23.122;2.251;1.046
22.865;23.115;23.109;23.109;2.251;1.03
22.768;23.044;23.044;23.032;2.253;1.038
22.73;23.032;23.032;23.012;2.243;1.048
22.71;22.993;22.993;22.98;2.264;1.051
22.678;22.974;22.974;22.961;2.248;1.048
22.64;22.942;22.942;22.929;2.259;1.046
22.563;22.877;22.884;22.871;2.251;1.035
22.543;22.858;22.865;22.852;2.256;1.04
22.505;22.813;22.826;22.813;2.248;1.046
22.466;22.788;22.788;22.775;2.264;1.051
22.441;22.755;22.768;22.736;2.253;1.053
22.402;22.71;22.73;22.717;2.266;1.051
22.363;22.697;22.697;22.685;2.259;1.046
22.344;22.665;22.665;22.665;2.256;1.043
22.318;22.646;22.653;22.627;2.266;1.048
22.28;22.608;22.614;22.608;2.261;1.053
22.267;22.595;22.601;22.582;2.277;1.061
22.235;22.556;22.575;22.556;2.248;1.061
22.216;22.524;22.524;22.511;2.269;1.058
22.203;22.505;22.505;22.492;2.261;1.058
22.164;22.441;22.447;22.434;2.266;1.053
22.152;22.421;22.428;22.421;2.246;1.058
22.139;22.396;22.396;22.389;2.274;1.064
22.119;22.338;22.331;22.344;2.266;1.066
22.087;22.274;22.254;22.274;2.243;1.043
22.042;22.254;22.229;22.261;2.287;1.053
22.029;22.241;22.235;22.248;2.271;1.028
22.023;22.229;22.229;22.229;2.253;1.043
22.029;22.222;22.216;22.229;2.256;1.035
22.036;22.229;22.203;22.241;2.243;1.028
22.042;22.235;22.209;22.235;2.305;1.051
22.081;22.286;22.248;22.293;2.289;1.038
22.094;22.306;22.274;22.312;2.318;1.061
22.139;22.402;22.376;22.421;2.295;1.043
22.158;22.408;22.383;22.396;2.305;1.046
22.171;22.389;22.376;22.389;2.251;1.043
22.171;22.37;22.363;22.37;2.251;1.046
22.177;22.363;22.344;22.37;2.279;1.04
22.177;22.363;22.344;22.363;2.264;1.048
22.158;22.357;22.338;22.351;2.253;1.025
22.164;22.351;22.331;22.351;2.261;1.02
22.164;22.351;22.338;22.344;2.259;1.017
22.171;22.344;22.331;22.344;2.251;1.025
22.229;22.351;22.318;22.351;2.253;1.04
22.306;22.376;22.344;22.389;2.251;1.038
22.344;22.408;22.357;22.408;2.259;1.04
22.421;22.46;22.402;22.46;2.261;1.043
22.46;22.498;22.441;22.505;2.261;1.035
22.473;22.518;22.479;22.531;2.248;1.033
22.505;22.55;22.511;22.569;2.259;1.035
22.518;22.575;22.524;22.588;2.259;1.04
22.531;22.608;22.563;22.627;2.259;1.056
22.537;22.646;22.595;22.64;2.266;1.053
22.531;22.685;22.64;22.685;2.264;1.04
22.505;22.697;22.665;22.704;2.256;1.028
22.486;22.704;22.678;22.71;2.284;1.022
22.441;22.71;22.685;22.71;2.259;1.025
22.428;22.71;22.691;22.704;2.253;1.035
22.389;22.704;22.691;22.697;2.295;1.04
22.351;22.691;22.685;22.685;2.251;1.046
22.312;22.672;22.672;22.678;2.277;1.048
22.274;22.633;22.653;22.627;2.259;1.043
22.254;22.627;22.62;22.608;2.266;1.033
22.222;22.588;22.608;22.588;2.284;1.025
22.196;22.556;22.569;22.55;2.253;1.028
22.177;22.537;22.537;22.537;2.325;1.043
22.1;22.421;22.428;22.408;2.261;1.025
22.094;22.389;22.396;22.402;2.259;1.022
22.1;22.376;22.376;22.376;2.336;1.025
22.107;22.351;22.363;22.351;2.315;1.043
22.132;22.357;22.318;22.357;2.295;1.053
22.145;22.351;22.338;22.37;2.248;1.048
22.209;22.383;22.351;22.376;2.3;1.025
22.241;22.396;22.376;22.402;2.292;1.028
22.306;22.428;22.383;22.421;2.261;1.043
22.357;22.453;22.408;22.453;2.251;1.051
22.396;22.473;22.428;22.479;2.261;1.04
22.415;22.486;22.453;22.498;2.256;1.033
22.441;22.511;22.466;22.531;2.246;1.04
22.46;22.543;22.498;22.543;2.256;1.046
22.473;22.563;22.518;22.575;2.259;1.048
22.505;22.595;22.55;22.595;2.256;1.053
22.518;22.614;22.563;22.627;2.266;1.048
22.531;22.633;22.595;22.646;2.256;1.043
22.543;22.653;22.614;22.659;2.264;1.035
22.556;22.672;22.633;22.672;2.259;1.028
22.569;22.691;22.646;22.691;2.277;1.02
22.582;22.704;22.678;22.704;2.266;1.017
22.582;22.71;22.685;22.723;2.248;1.02
22.601;22.73;22.697;22.73;2.256;1.03
22.608;22.743;22.71;22.743;2.266;1.038
22.62;22.755;22.723;22.755;2.259;1.043
22.627;22.781;22.749;22.781;2.259;1.033
22.633;22.833;22.788;22.826;2.284;1.043
22.614;22.845;22.826;22.833;2.279;1.048
22.601;22.858;22.833;22.858;2.318;1.043
22.569;22.852;22.852;22.858;2.251;1.03
22.543;22.826;22.82;22.839;2.271;1.053
22.518;22.807;22.8;22.794;2.282;1.056
22.498;22.794;22.781;22.781;2.235;1.051
22.479;22.781;22.768;22.781;2.277;1.046
22.466;22.768;22.762;22.749;2.238;1.043
22.415;22.704;22.743;22.697;2.259;1.038
22.383;22.685;22.697;22.678;2.256;1.043
22.363;22.665;22.665;22.659;2.259;1.056
22.331;22.633;22.64;22.646;2.248;1.061
22.306;22.62;22.62;22.601;2.241;1.066
22.274;22.582;22.588;22.588;2.248;1.061
22.261;22.55;22.569;22.569;2.256;1.053
22.235;22.531;22.537;22.531;2.269;1.043
22.209;22.511;22.524;22.505;2.256;1.038
22.196;22.473;22.492;22.486;2.259;1.033
22.164;22.453;22.473;22.46;2.266;1.03
22.152;22.441;22.434;22.434;2.246;1.035
22.139;22.421;22.408;22.421;2.274;1.048
22.126;22.389;22.396;22.383;2.259;1.056
22.113;22.37;22.357;22.363;2.271;1.058
22.107;22.357;22.344;22.344;2.261;1.053
22.087;22.325;22.325;22.325;2.259;1.04
22.081;22.306;22.312;22.306;2.264;1.051
